Month,Day,Hour,Consumption_kWh
2,23,8,0.4783
2,23,9,0.4018
2,23,10,0.3977
2,23,11,0.3729
2,23,12,0.382
2,23,13,0.3865
2,23,14,0.4098
2,23,15,0.4177
2,23,16,0.4867
2,23,17,0.5626
2,23,18,0.6468
2,23,19,0.6874
2,23,20,0.6339
2,23,21,0.5809
2,23,22,0.5143
2,23,23,0.349
2,24,0,0.2749
2,24,1,0.2566
2,24,2,0.2171
2,24,3,0.2376
2,24,4,0.2591
2,24,5,0.3073
2,24,6,0.3716
2,24,7,0.4946
2,24,8,0.4412
2,24,9,0.4287
2,24,10,0.4059
2,24,11,0.3905
2,24,12,0.3912
2,24,13,0.3757
2,24,14,0.4258
2,24,15,0.4126
2,24,16,0.4997
2,24,17,0.5365
2,24,18,0.5969
2,24,19,0.6276
2,24,20,0.6093
2,24,21,0.577
2,24,22,0.4944
2,24,23,0.3471
2,25,0,0.2454
2,25,1,0.2409
2,25,2,0.208
2,25,3,0.2185
2,25,4,0.2417
2,25,5,0.2785
2,25,6,0.3299
2,25,7,0.4609
2,25,8,0.4257
2,25,9,0.3753
2,25,10,0.3587
2,25,11,0.3714
2,25,12,0.3723
2,25,13,0.3474
2,25,14,0.381
2,25,15,0.4202
2,25,16,0.425
2,25,17,0.5234
2,25,18,0.5499
2,25,19,0.6159
2,25,20,0.6137
2,25,21,0.5224
2,25,22,0.4787
2,25,23,0.3356
2,26,0,0.2462
2,26,1,0.2327
2,26,2,0.2023
2,26,3,0.1999
2,26,4,0.2306
2,26,5,0.2534
2,26,6,0.3218
2,26,7,0.4389
2,26,8,0.3982
2,26,9,0.3758
2,26,10,0.3434
2,26,11,0.3336
2,26,12,0.3321
2,26,13,0.3314
2,26,14,0.3558
2,26,15,0.3769
2,26,16,0.4105
2,26,17,0.5125
2,26,18,0.5471
2,26,19,0.5692
2,26,20,0.571
2,26,21,0.533
2,26,22,0.4442
2,26,23,0.3418
2,27,0,0.2688
2,27,1,0.258
2,27,2,0.2422
2,27,3,0.2258
2,27,4,0.2459
2,27,5,0.3067
2,27,6,0.3637
2,27,7,0.4922
2,27,8,0.4468
2,27,9,0.4141
2,27,10,0.4
2,27,11,0.3984
2,27,12,0.4081
2,27,13,0.392
2,27,14,0.4007
2,27,15,0.445
2,27,16,0.5043
2,27,17,0.5303
2,27,18,0.6237
2,27,19,0.6421
2,27,20,0.641
2,27,21,0.6185
2,27,22,0.5229
2,27,23,0.3852
2,28,0,0.2558
2,28,1,0.2334
2,28,2,0.2119
2,28,3,0.204
2,28,4,0.2245
2,28,5,0.2608
2,28,6,0.3488
2,28,7,0.4731
2,28,8,0.4023
2,28,9,0.3689
2,28,10,0.3509
2,28,11,0.3622
2,28,12,0.3608
2,28,13,0.343
2,28,14,0.3587
2,28,15,0.4001
2,28,16,0.4588
2,28,17,0.482
2,28,18,0.5779
2,28,19,0.5934
2,28,20,0.5948
2,28,21,0.5413
2,28,22,0.4567
2,28,23,0.3321
2,29,0,0.2908
2,29,1,0.2575
2,29,2,0.2383
2,29,3,0.2486
2,29,4,0.2557
2,29,5,0.3039
2,29,6,0.3944
2,29,7,0.5366
2,29,8,0.4663
2,29,9,0.4466
2,29,10,0.4093
2,29,11,0.4056
2,29,12,0.3915
2,29,13,0.3884
2,29,14,0.4124
2,29,15,0.4439
2,29,16,0.5198
2,29,17,0.5524
2,29,18,0.6183
2,29,19,0.664
2,29,20,0.6842
2,29,21,0.656
2,29,22,0.5112
2,29,23,0.3922
3,1,0,0.242
3,1,1,0.2199
3,1,2,0.1871
3,1,3,0.2027
3,1,4,0.2131
3,1,5,0.2437
3,1,6,0.3076
3,1,7,0.43
3,1,8,0.4054
3,1,9,0.3487
3,1,10,0.3219
3,1,11,0.3303
3,1,12,0.3246
3,1,13,0.3303
3,1,14,0.3522
3,1,15,0.3748
3,1,16,0.4118
3,1,17,0.4556
3,1,18,0.4985
3,1,19,0.5439
3,1,20,0.5379
3,1,21,0.5019
3,1,22,0.4351
3,1,23,0.3248
3,2,0,0.2352
3,2,1,0.2032
3,2,2,0.1843
3,2,3,0.1897
3,2,4,0.2056
3,2,5,0.243
3,2,6,0.3065
3,2,7,0.4011
3,2,8,0.3907
3,2,9,0.3396
3,2,10,0.318
3,2,11,0.3079
3,2,12,0.3285
3,2,13,0.3172
3,2,14,0.33
3,2,15,0.3445
3,2,16,0.3978
3,2,17,0.4467
3,2,18,0.513
3,2,19,0.5358
3,2,20,0.5111
3,2,21,0.472
3,2,22,0.4019
3,2,23,0.2918
3,3,0,0.2116
3,3,1,0.1894
3,3,2,0.1743
3,3,3,0.1821
3,3,4,0.1967
3,3,5,0.2437
3,3,6,0.2908
3,3,7,0.4013
3,3,8,0.3741
3,3,9,0.3251
3,3,10,0.2971
3,3,11,0.2992
3,3,12,0.3184
3,3,13,0.3022
3,3,14,0.331
3,3,15,0.3277
3,3,16,0.3705
3,3,17,0.4458
3,3,18,0.4789
3,3,19,0.5383
3,3,20,0.4945
3,3,21,0.4632
3,3,22,0.3773
3,3,23,0.2893
3,4,0,0.2246
3,4,1,0.2049
3,4,2,0.1936
3,4,3,0.2036
3,4,4,0.2219
3,4,5,0.2424
3,4,6,0.2965
3,4,7,0.4238
3,4,8,0.381
3,4,9,0.3457
3,4,10,0.3322
3,4,11,0.3439
3,4,12,0.337
3,4,13,0.3274
3,4,14,0.3379
3,4,15,0.3511
3,4,16,0.3947
3,4,17,0.4588
3,4,18,0.5105
3,4,19,0.5416
3,4,20,0.521
3,4,21,0.5082
3,4,22,0.4413
3,4,23,0.3015
3,5,0,0.2231
3,5,1,0.199
3,5,2,0.1709
3,5,3,0.1703
3,5,4,0.1887
3,5,5,0.2409
3,5,6,0.2796
3,5,7,0.3738
3,5,8,0.3611
3,5,9,0.3171
3,5,10,0.2976
3,5,11,0.3015
3,5,12,0.3044
3,5,13,0.2922
3,5,14,0.327
3,5,15,0.3474
3,5,16,0.3912
3,5,17,0.4242
3,5,18,0.496
3,5,19,0.5404
3,5,20,0.5122
3,5,21,0.4724
3,5,22,0.4101
3,5,23,0.2843
3,6,0,0.2227
3,6,1,0.2175
3,6,2,0.1965
3,6,3,0.1873
3,6,4,0.2153
3,6,5,0.2456
3,6,6,0.3076
3,6,7,0.4173
3,6,8,0.3749
3,6,9,0.3315
3,6,10,0.3254
3,6,11,0.3146
3,6,12,0.3165
3,6,13,0.3119
3,6,14,0.335
3,6,15,0.3625
3,6,16,0.4025
3,6,17,0.4659
3,6,18,0.5143
3,6,19,0.5298
3,6,20,0.5259
3,6,21,0.5011
3,6,22,0.4395
3,6,23,0.3055
3,7,0,0.2283
3,7,1,0.2159
3,7,2,0.2055
3,7,3,0.198
3,7,4,0.2108
3,7,5,0.2536
3,7,6,0.3073
3,7,7,0.4502
3,7,8,0.3792
3,7,9,0.3618
3,7,10,0.3477
3,7,11,0.3329
3,7,12,0.3481
3,7,13,0.3318
3,7,14,0.3643
3,7,15,0.3833
3,7,16,0.4208
3,7,17,0.4673
3,7,18,0.5376
3,7,19,0.551
3,7,20,0.5433
3,7,21,0.526
3,7,22,0.4452
3,7,23,0.3268
3,8,0,0.2363
3,8,1,0.2171
3,8,2,0.2102
3,8,3,0.1948
3,8,4,0.2279
3,8,5,0.2703
3,8,6,0.3314
3,8,7,0.4502
3,8,8,0.4023
3,8,9,0.3506
3,8,10,0.36
3,8,11,0.3568
3,8,12,0.3405
3,8,13,0.3398
3,8,14,0.3742
3,8,15,0.3788
3,8,16,0.4276
3,8,17,0.4766
3,8,18,0.5728
3,8,19,0.5999
3,8,20,0.5943
3,8,21,0.5292
3,8,22,0.4532
3,8,23,0.3387
3,9,0,0.2328
3,9,1,0.2022
3,9,2,0.1901
3,9,3,0.192
3,9,4,0.196
3,9,5,0.2324
3,9,6,0.307
3,9,7,0.3897
3,9,8,0.3537
3,9,9,0.3222
3,9,10,0.3075
3,9,11,0.3097
3,9,12,0.3076
3,9,13,0.3297
3,9,14,0.3252
3,9,15,0.3478
3,9,16,0.3731
3,9,17,0.4571
3,9,18,0.5199
3,9,19,0.546
3,9,20,0.5286
3,9,21,0.4952
3,9,22,0.405
3,9,23,0.2897
3,10,0,0.2432
3,10,1,0.2162
3,10,2,0.2009
3,10,3,0.2094
3,10,4,0.2231
3,10,5,0.2524
3,10,6,0.3309
3,10,7,0.4576
3,10,8,0.4118
3,10,9,0.3767
3,10,10,0.3573
3,10,11,0.3432
3,10,12,0.326
3,10,13,0.3349
3,10,14,0.3644
3,10,15,0.4003
3,10,16,0.4209
3,10,17,0.5022
3,10,18,0.5255
3,10,19,0.6111
3,10,20,0.5801
3,10,21,0.513
3,10,22,0.4229
3,10,23,0.3202
3,11,0,0.2263
3,11,1,0.2086
3,11,2,0.1796
3,11,3,0.1803
3,11,4,0.2082
3,11,5,0.2403
3,11,6,0.2836
3,11,7,0.3999
3,11,8,0.3557
3,11,9,0.3507
3,11,10,0.3009
3,11,11,0.306
3,11,12,0.3225
3,11,13,0.3084
3,11,14,0.3296
3,11,15,0.3436
3,11,16,0.3954
3,11,17,0.4573
3,11,18,0.4945
3,11,19,0.5212
3,11,20,0.5146
3,11,21,0.4694
3,11,22,0.407
3,11,23,0.2905
3,12,0,0.2392
3,12,1,0.2241
3,12,2,0.2073
3,12,3,0.2088
3,12,4,0.2265
3,12,5,0.2568
3,12,6,0.3255
3,12,7,0.426
3,12,8,0.3978
3,12,9,0.3478
3,12,10,0.3499
3,12,11,0.3548
3,12,12,0.3454
3,12,13,0.3425
3,12,14,0.3428
3,12,15,0.3928
3,12,16,0.4211
3,12,17,0.4814
3,12,18,0.5536
3,12,19,0.5916
3,12,20,0.5326
3,12,21,0.5166
3,12,22,0.4376
3,12,23,0.3077
3,13,0,0.2513
3,13,1,0.2267
3,13,2,0.1997
3,13,3,0.1953
3,13,4,0.2196
3,13,5,0.2719
3,13,6,0.3357
3,13,7,0.4514
3,13,8,0.3869
3,13,9,0.3536
3,13,10,0.3387
3,13,11,0.3575
3,13,12,0.3434
3,13,13,0.3405
3,13,14,0.3833
3,13,15,0.3845
3,13,16,0.4304
3,13,17,0.4973
3,13,18,0.5317
3,13,19,0.565
3,13,20,0.5683
3,13,21,0.509
3,13,22,0.4314
3,13,23,0.3378
3,14,0,0.2426
3,14,1,0.2089
3,14,2,0.1908
3,14,3,0.1945
3,14,4,0.207
3,14,5,0.2473
3,14,6,0.3035
3,14,7,0.4336
3,14,8,0.3999
3,14,9,0.3496
3,14,10,0.3248
3,14,11,0.3289
3,14,12,0.3269
3,14,13,0.3285
3,14,14,0.3468
3,14,15,0.3677
3,14,16,0.405
3,14,17,0.4649
3,14,18,0.547
3,14,19,0.5775
3,14,20,0.5341
3,14,21,0.514
3,14,22,0.4528
3,14,23,0.3205
3,15,0,0.2392
3,15,1,0.2158
3,15,2,0.2038
3,15,3,0.1988
3,15,4,0.2201
3,15,5,0.2603
3,15,6,0.3088
3,15,7,0.4441
3,15,8,0.3755
3,15,9,0.3446
3,15,10,0.3233
3,15,11,0.3377
3,15,12,0.3263
3,15,13,0.3196
3,15,14,0.3693
3,15,15,0.3785
3,15,16,0.4223
3,15,17,0.4947
3,15,18,0.5575
3,15,19,0.5749
3,15,20,0.55
3,15,21,0.5084
3,15,22,0.4348
3,15,23,0.3018
3,16,0,0.2089
3,16,1,0.2033
3,16,2,0.1856
3,16,3,0.1744
3,16,4,0.1959
3,16,5,0.2302
3,16,6,0.2848
3,16,7,0.4194
3,16,8,0.3511
3,16,9,0.3416
3,16,10,0.3165
3,16,11,0.2944
3,16,12,0.2945
3,16,13,0.3193
3,16,14,0.3117
3,16,15,0.3422
3,16,16,0.3896
3,16,17,0.4329
3,16,18,0.4782
3,16,19,0.5374
3,16,20,0.493
3,16,21,0.4497
3,16,22,0.4145
3,16,23,0.279
3,17,0,0.2493
3,17,1,0.2261
3,17,2,0.2088
3,17,3,0.2016
3,17,4,0.231
3,17,5,0.2681
3,17,6,0.324
3,17,7,0.4484
3,17,8,0.4011
3,17,9,0.3612
3,17,10,0.3469
3,17,11,0.3411
3,17,12,0.3492
3,17,13,0.3531
3,17,14,0.3708
3,17,15,0.386
3,17,16,0.4364
3,17,17,0.4697
3,17,18,0.5383
3,17,19,0.5776
3,17,20,0.5813
3,17,21,0.5546
3,17,22,0.4707
3,17,23,0.3312
3,18,0,0.2365
3,18,1,0.2217
3,18,2,0.1925
3,18,3,0.1853
3,18,4,0.2183
3,18,5,0.2418
3,18,6,0.3105
3,18,7,0.4396
3,18,8,0.3861
3,18,9,0.3365
3,18,10,0.3344
3,18,11,0.3343
3,18,12,0.3241
3,18,13,0.3302
3,18,14,0.3608
3,18,15,0.3706
3,18,16,0.3907
3,18,17,0.467
3,18,18,0.499
3,18,19,0.5632
3,18,20,0.5654
3,18,21,0.5122
3,18,22,0.4135
3,18,23,0.3169
3,19,0,0.2547
3,19,1,0.2175
3,19,2,0.2054
3,19,3,0.2016
3,19,4,0.2244
3,19,5,0.2596
3,19,6,0.3241
3,19,7,0.4277
3,19,8,0.4183
3,19,9,0.3705
3,19,10,0.3275
3,19,11,0.358
3,19,12,0.3593
3,19,13,0.3494
3,19,14,0.3815
3,19,15,0.4027
3,19,16,0.4269
3,19,17,0.4673
3,19,18,0.5537
3,19,19,0.5622
3,19,20,0.5411
3,19,21,0.538
3,19,22,0.4669
3,19,23,0.3354
3,20,0,0.2439
3,20,1,0.2358
3,20,2,0.2027
3,20,3,0.1989
3,20,4,0.2188
3,20,5,0.261
3,20,6,0.3159
3,20,7,0.4388
3,20,8,0.4102
3,20,9,0.3669
3,20,10,0.3367
3,20,11,0.346
3,20,12,0.3524
3,20,13,0.357
3,20,14,0.376
3,20,15,0.3922
3,20,16,0.4462
3,20,17,0.4922
3,20,18,0.5391
3,20,19,0.6077
3,20,20,0.6061
3,20,21,0.559
3,20,22,0.4467
3,20,23,0.341
3,21,0,0.2226
3,21,1,0.2011
3,21,2,0.188
3,21,3,0.1862
3,21,4,0.1916
3,21,5,0.2347
3,21,6,0.3016
3,21,7,0.4038
3,21,8,0.3463
3,21,9,0.3389
3,21,10,0.2997
3,21,11,0.2906
3,21,12,0.3004
3,21,13,0.3206
3,21,14,0.3125
3,21,15,0.3377
3,21,16,0.3961
3,21,17,0.4115
3,21,18,0.5014
3,21,19,0.5296
3,21,20,0.5267
3,21,21,0.4553
3,21,22,0.3967
3,21,23,0.2915
3,22,0,0.2399
3,22,1,0.2094
3,22,2,0.198
3,22,3,0.1926
3,22,4,0.2118
3,22,5,0.2488
3,22,6,0.3122
3,22,7,0.4146
3,22,8,0.3748
3,22,9,0.3532
3,22,10,0.3208
3,22,11,0.3242
3,22,12,0.3155
3,22,13,0.3356
3,22,14,0.3343
3,22,15,0.3759
3,22,16,0.3951
3,22,17,0.4846
3,22,18,0.5433
3,22,19,0.5505
3,22,20,0.5409
3,22,21,0.4846
3,22,22,0.4345
3,22,23,0.3087
3,23,0,0.2462
3,23,1,0.2167
3,23,2,0.203
3,23,3,0.1898
3,23,4,0.2198
3,23,5,0.2548
3,23,6,0.3056
3,23,7,0.4579
3,23,8,0.4002
3,23,9,0.3541
3,23,10,0.3411
3,23,11,0.3291
3,23,12,0.3316
3,23,13,0.3505
3,23,14,0.3434
3,23,15,0.3685
3,23,16,0.4131
3,23,17,0.4656
3,23,18,0.5395
3,23,19,0.5949
3,23,20,0.5716
3,23,21,0.5165
3,23,22,0.4247
3,23,23,0.3216
3,24,0,0.199
3,24,1,0.1814
3,24,2,0.1781
3,24,3,0.1754
3,24,4,0.1927
3,24,5,0.226
3,24,6,0.2832
3,24,7,0.3956
3,24,8,0.3282
3,24,9,0.2937
3,24,10,0.2867
3,24,11,0.2994
3,24,12,0.2948
3,24,13,0.3045
3,24,14,0.3222
3,24,15,0.3217
3,24,16,0.3746
3,24,17,0.4025
3,24,18,0.4775
3,24,19,0.475
3,24,20,0.4672
3,24,21,0.4546
3,24,22,0.3895
3,24,23,0.2787
3,25,0,0.2525
3,25,1,0.2263
3,25,2,0.2006
3,25,3,0.2093
3,25,4,0.2281
3,25,5,0.2617
3,25,6,0.3303
3,25,7,0.4358
3,25,8,0.4069
3,25,9,0.3547
3,25,10,0.3369
3,25,11,0.3607
3,25,12,0.3401
3,25,13,0.3326
3,25,14,0.365
3,25,15,0.3724
3,25,16,0.4249
3,25,17,0.4952
3,25,18,0.5361
3,25,19,0.5942
3,25,20,0.6023
3,25,21,0.5128
3,25,22,0.4663
3,25,23,0.3308
3,26,0,0.2336
3,26,1,0.2135
3,26,2,0.191
3,26,3,0.1931
3,26,4,0.2234
3,26,5,0.252
3,26,6,0.3274
3,26,7,0.4529
3,26,8,0.3873
3,26,9,0.3445
3,26,10,0.3318
3,26,11,0.3341
3,26,12,0.3505
3,26,13,0.3393
3,26,14,0.3633
3,26,15,0.3901
3,26,16,0.4295
3,26,17,0.4735
3,26,18,0.5227
3,26,19,0.583
3,26,20,0.5801
3,26,21,0.5123
3,26,22,0.4576
3,26,23,0.3063
3,27,0,0.2371
3,27,1,0.2258
3,27,2,0.1939
3,27,3,0.2118
3,27,4,0.2294
3,27,5,0.264
3,27,6,0.3132
3,27,7,0.4331
3,27,8,0.3941
3,27,9,0.3549
3,27,10,0.345
3,27,11,0.344
3,27,12,0.3347
3,27,13,0.3319
3,27,14,0.3644
3,27,15,0.3799
3,27,16,0.4336
3,27,17,0.4669
3,27,18,0.5457
3,27,19,0.602
3,27,20,0.5535
3,27,21,0.5454
3,27,22,0.455
3,27,23,0.3278
3,28,0,0.2509
3,28,1,0.2253
3,28,2,0.1903
3,28,3,0.2092
3,28,4,0.2158
3,28,5,0.2577
3,28,6,0.3187
3,28,7,0.4382
3,28,8,0.3945
3,28,9,0.37
3,28,10,0.3266
3,28,11,0.3562
3,28,12,0.3336
3,28,13,0.3354
3,28,14,0.3535
3,28,15,0.3702
3,28,16,0.4216
3,28,17,0.4771
3,28,18,0.5314
3,28,19,0.5659
3,28,20,0.557
3,28,21,0.5353
3,28,22,0.4505
3,28,23,0.3063
3,29,0,0.2266
3,29,1,0.2016
3,29,2,0.1799
3,29,3,0.1894
3,29,4,0.2005
3,29,5,0.2425
3,29,6,0.282
3,29,7,0.4038
3,29,8,0.3645
3,29,9,0.3355
3,29,10,0.3174
3,29,11,0.3098
3,29,12,0.3215
3,29,13,0.3188
3,29,14,0.3396
3,29,15,0.3346
3,29,16,0.4008
3,29,17,0.441
3,29,18,0.4809
3,29,19,0.5167
3,29,20,0.5398
3,29,21,0.4691
3,29,22,0.4188
3,29,23,0.2804
3,30,0,0.2258
3,30,1,0.2062
3,30,2,0.1767
3,30,3,0.1769
3,30,4,0.1922
3,30,5,0.2236
3,30,6,0.3011
3,30,7,0.4115
3,30,8,0.3521
3,30,9,0.3243
3,30,10,0.2939
3,30,11,0.2944
3,30,12,0.3033
3,30,13,0.3077
3,30,14,0.3153
3,30,15,0.3478
3,30,16,0.3733
3,30,17,0.4427
3,30,18,0.4787
3,30,19,0.4969
3,30,20,0.5048
3,30,21,0.4576
3,30,22,0.4049
3,30,23,0.2806
3,31,0,0.2346
3,31,1,0.2199
3,31,2,0.2047
3,31,3,0.207
3,31,4,0.2342
3,31,5,0.2681
3,31,6,0.3113
3,31,7,0.446
3,31,8,0.418
3,31,9,0.3634
3,31,10,0.3516
3,31,11,0.3346
3,31,12,0.3565
3,31,13,0.3593
3,31,14,0.3621
3,31,15,0.3972
3,31,16,0.4436
3,31,17,0.5124
3,31,18,0.5398
3,31,19,0.5985
3,31,20,0.5745
3,31,21,0.5525
3,31,22,0.453
3,31,23,0.3337
4,1,0,0.2058
4,1,1,0.202
4,1,2,0.1846
4,1,3,0.1725
4,1,4,0.1961
4,1,5,0.2432
4,1,6,0.28
4,1,7,0.3976
4,1,8,0.3591
4,1,9,0.3263
4,1,10,0.2982
4,1,11,0.2962
4,1,12,0.3067
4,1,13,0.3021
4,1,14,0.3338
4,1,15,0.327
4,1,16,0.3795
4,1,17,0.4198
4,1,18,0.476
4,1,19,0.5256
4,1,20,0.4971
4,1,21,0.474
4,1,22,0.4074
4,1,23,0.2738
4,2,0,0.22
4,2,1,0.1958
4,2,2,0.1822
4,2,3,0.1756
4,2,4,0.1861
4,2,5,0.2299
4,2,6,0.2961
4,2,7,0.3823
4,2,8,0.358
4,2,9,0.3173
4,2,10,0.303
4,2,11,0.3104
4,2,12,0.2997
4,2,13,0.2891
4,2,14,0.3248
4,2,15,0.3202
4,2,16,0.3603
4,2,17,0.4126
4,2,18,0.4855
4,2,19,0.4985
4,2,20,0.5176
4,2,21,0.4721
4,2,22,0.3794
4,2,23,0.2964
4,3,0,0.2419
4,3,1,0.2363
4,3,2,0.2146
4,3,3,0.2028
4,3,4,0.2383
4,3,5,0.2641
4,3,6,0.3417
4,3,7,0.4788
4,3,8,0.4181
4,3,9,0.3639
4,3,10,0.3595
4,3,11,0.3595
4,3,12,0.3517
4,3,13,0.3669
4,3,14,0.3838
4,3,15,0.4032
4,3,16,0.4281
4,3,17,0.4951
4,3,18,0.5741
4,3,19,0.6181
4,3,20,0.5842
4,3,21,0.5348
4,3,22,0.4819
4,3,23,0.3238
4,4,0,0.2177
4,4,1,0.1997
4,4,2,0.1727
4,4,3,0.1827
4,4,4,0.1894
4,4,5,0.2328
4,4,6,0.2724
4,4,7,0.4042
4,4,8,0.3626
4,4,9,0.3127
4,4,10,0.3019
4,4,11,0.2998
4,4,12,0.295
4,4,13,0.2894
4,4,14,0.3254
4,4,15,0.3277
4,4,16,0.3593
4,4,17,0.4193
4,4,18,0.4853
4,4,19,0.5217
4,4,20,0.5007
4,4,21,0.4564
4,4,22,0.3947
4,4,23,0.2915
4,5,0,0.2501
4,5,1,0.2154
4,5,2,0.2065
4,5,3,0.1943
4,5,4,0.2337
4,5,5,0.256
4,5,6,0.3144
4,5,7,0.4412
4,5,8,0.4107
4,5,9,0.3748
4,5,10,0.3278
4,5,11,0.3276
4,5,12,0.33
4,5,13,0.3418
4,5,14,0.3754
4,5,15,0.3768
4,5,16,0.4177
4,5,17,0.4662
4,5,18,0.5599
4,5,19,0.5825
4,5,20,0.5457
4,5,21,0.5434
4,5,22,0.4548
4,5,23,0.3299
4,6,0,0.223
4,6,1,0.2172
4,6,2,0.1926
4,6,3,0.197
4,6,4,0.2157
4,6,5,0.2451
4,6,6,0.3083
4,6,7,0.4371
4,6,8,0.3823
4,6,9,0.337
4,6,10,0.3178
4,6,11,0.3245
4,6,12,0.3115
4,6,13,0.3235
4,6,14,0.3306
4,6,15,0.3554
4,6,16,0.3949
4,6,17,0.4778
4,6,18,0.5137
4,6,19,0.5726
4,6,20,0.5361
4,6,21,0.4752
4,6,22,0.403
4,6,23,0.3188
4,7,0,0.2393
4,7,1,0.2262
4,7,2,0.2032
4,7,3,0.2048
4,7,4,0.2201
4,7,5,0.2598
4,7,6,0.3224
4,7,7,0.4475
4,7,8,0.396
4,7,9,0.3654
4,7,10,0.347
4,7,11,0.3343
4,7,12,0.3417
4,7,13,0.3412
4,7,14,0.3482
4,7,15,0.3885
4,7,16,0.4114
4,7,17,0.4752
4,7,18,0.5176
4,7,19,0.5969
4,7,20,0.5647
4,7,21,0.5111
4,7,22,0.4327
4,7,23,0.3289
4,8,0,0.2259
4,8,1,0.198
4,8,2,0.1863
4,8,3,0.1819
4,8,4,0.193
4,8,5,0.223
4,8,6,0.2895
4,8,7,0.3858
4,8,8,0.3427
4,8,9,0.336
4,8,10,0.3115
4,8,11,0.2945
4,8,12,0.2949
4,8,13,0.305
4,8,14,0.3381
4,8,15,0.3421
4,8,16,0.3904
4,8,17,0.433
4,8,18,0.5003
4,8,19,0.5267
4,8,20,0.4966
4,8,21,0.4734
4,8,22,0.3928
4,8,23,0.2948
4,9,0,0.2398
4,9,1,0.2248
4,9,2,0.1939
4,9,3,0.2005
4,9,4,0.2156
4,9,5,0.2694
4,9,6,0.3325
4,9,7,0.4562
4,9,8,0.3819
4,9,9,0.3466
4,9,10,0.3473
4,9,11,0.3395
4,9,12,0.3338
4,9,13,0.321
4,9,14,0.3719
4,9,15,0.388
4,9,16,0.4188
4,9,17,0.4642
4,9,18,0.5548
4,9,19,0.5546
4,9,20,0.5517
4,9,21,0.5176
4,9,22,0.4411
4,9,23,0.3274
4,10,0,0.2322
4,10,1,0.2111
4,10,2,0.1851
4,10,3,0.1948
4,10,4,0.1998
4,10,5,0.2471
4,10,6,0.2903
4,10,7,0.4305
4,10,8,0.3804
4,10,9,0.3507
4,10,10,0.3059
4,10,11,0.3353
4,10,12,0.3203
4,10,13,0.33
4,10,14,0.3481
4,10,15,0.3687
4,10,16,0.3972
4,10,17,0.461
4,10,18,0.5166
4,10,19,0.5286
4,10,20,0.5506
4,10,21,0.4871
4,10,22,0.4039
4,10,23,0.3061
4,11,0,0.239
4,11,1,0.2244
4,11,2,0.1958
4,11,3,0.1932
4,11,4,0.2049
4,11,5,0.2536
4,11,6,0.2993
4,11,7,0.4221
4,11,8,0.3905
4,11,9,0.3609
4,11,10,0.3197
4,11,11,0.3452
4,11,12,0.3469
4,11,13,0.3197
4,11,14,0.3467
4,11,15,0.3625
4,11,16,0.4078
4,11,17,0.4557
4,11,18,0.5136
4,11,19,0.5765
4,11,20,0.5198
4,11,21,0.5167
4,11,22,0.4087
4,11,23,0.3273
4,12,0,0.2202
4,12,1,0.2057
4,12,2,0.1723
4,12,3,0.1781
4,12,4,0.2056
4,12,5,0.2233
4,12,6,0.2751
4,12,7,0.4013
4,12,8,0.3476
4,12,9,0.3121
4,12,10,0.3013
4,12,11,0.318
4,12,12,0.314
4,12,13,0.3061
4,12,14,0.3319
4,12,15,0.3537
4,12,16,0.3775
4,12,17,0.442
4,12,18,0.4696
4,12,19,0.4984
4,12,20,0.5253
4,12,21,0.4891
4,12,22,0.4129
4,12,23,0.2826
4,13,0,0.2009
4,13,1,0.1965
4,13,2,0.178
4,13,3,0.1835
4,13,4,0.1954
4,13,5,0.2277
4,13,6,0.2886
4,13,7,0.4049
4,13,8,0.3418
4,13,9,0.301
4,13,10,0.3107
4,13,11,0.3024
4,13,12,0.3097
4,13,13,0.2961
4,13,14,0.3062
4,13,15,0.3391
4,13,16,0.3847
4,13,17,0.4328
4,13,18,0.461
4,13,19,0.5081
4,13,20,0.5
4,13,21,0.4611
4,13,22,0.3688
4,13,23,0.2831
4,14,0,0.2561
4,14,1,0.2239
4,14,2,0.2089
4,14,3,0.2096
4,14,4,0.2255
4,14,5,0.2645
4,14,6,0.3398
4,14,7,0.4351
4,14,8,0.4196
4,14,9,0.3873
4,14,10,0.3484
4,14,11,0.3333
4,14,12,0.3499
4,14,13,0.3484
4,14,14,0.3721
4,14,15,0.3846
4,14,16,0.448
4,14,17,0.4905
4,14,18,0.5745
4,14,19,0.5949
4,14,20,0.6031
4,14,21,0.5514
4,14,22,0.4674
4,14,23,0.3132
4,15,0,0.2198
4,15,1,0.2093
4,15,2,0.1855
4,15,3,0.1821
4,15,4,0.2013
4,15,5,0.2485
4,15,6,0.2864
4,15,7,0.4158
4,15,8,0.3809
4,15,9,0.3363
4,15,10,0.3164
4,15,11,0.3095
4,15,12,0.3285
4,15,13,0.3286
4,15,14,0.3273
4,15,15,0.3704
4,15,16,0.3809
4,15,17,0.4497
4,15,18,0.526
4,15,19,0.5289
4,15,20,0.4972
4,15,21,0.5078
4,15,22,0.3967
4,15,23,0.2933
4,16,0,0.2178
4,16,1,0.2027
4,16,2,0.1821
4,16,3,0.1753
4,16,4,0.2009
4,16,5,0.2306
4,16,6,0.2699
4,16,7,0.3868
4,16,8,0.3425
4,16,9,0.3342
4,16,10,0.2964
4,16,11,0.3035
4,16,12,0.3117
4,16,13,0.3038
4,16,14,0.3139
4,16,15,0.3505
4,16,16,0.364
4,16,17,0.4085
