Month,Day,Hour,SMP
2,28,5,100.05
2,28,6,114.89
2,28,7,125.94
2,28,8,138.08
2,28,9,141.09
2,28,10,141.27
2,28,11,139.58
2,28,12,130.05
2,28,13,125.82
2,28,14,122.61
2,28,15,129.96
2,28,16,142.38
2,28,17,146.05
2,28,18,146.4
2,28,19,144.82
2,28,20,134.6
2,28,21,132.14
2,28,22,117.3
2,28,23,105.09
2,29,0,95.17
2,29,1,90.93
2,29,2,87.22
2,29,3,89.47
2,29,4,90.79
2,29,5,94.96
2,29,6,109.02
2,29,7,116.82
2,29,8,130.38
2,29,9,134.8
2,29,10,137.71
2,29,11,131.91
2,29,12,122.45
2,29,13,117.49
2,29,14,119.83
2,29,15,123.96
2,29,16,134.92
2,29,17,139.05
2,29,18,140.84
2,29,19,133.85
2,29,20,127.92
2,29,21,125.81
2,29,22,113.64
2,29,23,101.09
3,1,0,100.34
3,1,1,96.54
3,1,2,94.98
3,1,3,91.99
3,1,4,94.2
3,1,5,103.57
3,1,6,114.38
3,1,7,124.31
3,1,8,138.89
3,1,9,145.88
3,1,10,143.83
3,1,11,139.91
3,1,12,134.28
3,1,13,126.67
3,1,14,124.88
3,1,15,131.32
3,1,16,143.42
3,1,17,150.03
3,1,18,152.4
3,1,19,142.04
3,1,20,139.03
3,1,21,133.95
3,1,22,119.93
3,1,23,109.07
3,2,0,103.95
3,2,1,97.47
3,2,2,93.99
3,2,3,95.2
3,2,4,95.26
3,2,5,101.76
3,2,6,113.16
3,2,7,128.46
3,2,8,137.26
3,2,9,146.71
3,2,10,147.42
3,2,11,139.78
3,2,12,131.16
3,2,13,128.03
3,2,14,125.61
3,2,15,133.38
3,2,16,141.88
3,2,17,150.26
3,2,18,148.26
3,2,19,143.64
3,2,20,136.66
3,2,21,133.28
3,2,22,118.92
3,2,23,107.49
3,3,0,96.38
3,3,1,89.83
3,3,2,87.33
3,3,3,88.87
3,3,4,88.36
3,3,5,95.96
3,3,6,106.56
3,3,7,118.65
3,3,8,129.72
3,3,9,134.26
3,3,10,135.64
3,3,11,129.03
3,3,12,122.22
3,3,13,118.33
3,3,14,117.27
3,3,15,121.32
3,3,16,134.56
3,3,17,141.66
3,3,18,139.24
3,3,19,132.12
3,3,20,130.78
3,3,21,122.22
3,3,22,111.38
3,3,23,99.7
3,4,0,104.68
3,4,1,96.02
3,4,2,93.3
3,4,3,92.77
3,4,4,95.99
3,4,5,102.81
3,4,6,115.61
3,4,7,124.69
3,4,8,139.11
3,4,9,147.64
3,4,10,142.95
3,4,11,139.94
3,4,12,132.73
3,4,13,127.78
3,4,14,126.86
3,4,15,134.7
3,4,16,147.5
3,4,17,150.71
3,4,18,150.84
3,4,19,147.12
3,4,20,138.91
3,4,21,132.26
3,4,22,119.92
3,4,23,106.9
3,5,0,94.69
3,5,1,89.09
3,5,2,85.35
3,5,3,87.39
3,5,4,87.67
3,5,5,94.61
3,5,6,105.26
3,5,7,117.45
3,5,8,126.18
3,5,9,134.99
3,5,10,133.91
3,5,11,126.64
3,5,12,120.99
3,5,13,117.37
3,5,14,117.74
3,5,15,124.72
3,5,16,133.01
3,5,17,137.61
3,5,18,137.23
3,5,19,131.6
3,5,20,127.3
3,5,21,124.49
3,5,22,110.87
3,5,23,99.09
3,6,0,96.6
3,6,1,89.39
3,6,2,87.99
3,6,3,85.8
3,6,4,91.07
3,6,5,95.67
3,6,6,105.96
3,6,7,119.0
3,6,8,127.63
3,6,9,133.49
3,6,10,131.97
3,6,11,129.92
3,6,12,124.04
3,6,13,118.96
3,6,14,115.66
3,6,15,123.62
3,6,16,136.72
3,6,17,138.22
3,6,18,142.45
3,6,19,132.44
3,6,20,130.36
3,6,21,122.08
3,6,22,111.5
3,6,23,102.29
3,7,0,96.59
3,7,1,92.21
3,7,2,89.31
3,7,3,90.28
3,7,4,93.23
3,7,5,100.02
3,7,6,110.28
3,7,7,120.76
3,7,8,134.73
3,7,9,138.88
3,7,10,141.31
3,7,11,130.39
3,7,12,125.98
3,7,13,123.26
3,7,14,121.1
3,7,15,128.82
3,7,16,139.54
3,7,17,142.31
3,7,18,143.1
3,7,19,137.81
3,7,20,131.31
3,7,21,127.78
3,7,22,117.64
3,7,23,104.34
3,8,0,96.51
3,8,1,91.1
3,8,2,89.56
3,8,3,89.7
3,8,4,89.59
3,8,5,95.28
3,8,6,109.73
3,8,7,117.96
3,8,8,132.37
3,8,9,138.5
3,8,10,134.45
3,8,11,131.78
3,8,12,127.83
3,8,13,118.83
3,8,14,120.47
3,8,15,123.74
3,8,16,137.12
3,8,17,140.08
3,8,18,142.01
3,8,19,136.58
3,8,20,128.75
3,8,21,125.82
3,8,22,113.76
3,8,23,103.99
3,9,0,100.75
3,9,1,95.3
3,9,2,92.52
3,9,3,92.75
3,9,4,91.95
3,9,5,98.44
3,9,6,110.14
3,9,7,124.12
3,9,8,131.8
3,9,9,141.81
3,9,10,138.48
3,9,11,132.11
3,9,12,128.48
3,9,13,122.72
3,9,14,125.14
3,9,15,129.27
3,9,16,138.59
3,9,17,146.72
3,9,18,147.57
3,9,19,138.87
3,9,20,132.88
3,9,21,127.82
3,9,22,114.83
3,9,23,107.03
3,10,0,101.8
3,10,1,95.03
3,10,2,92.74
3,10,3,92.76
3,10,4,94.72
3,10,5,100.18
3,10,6,115.32
3,10,7,123.38
3,10,8,138.67
3,10,9,144.75
3,10,10,143.17
3,10,11,134.45
3,10,12,129.69
3,10,13,123.49
3,10,14,127.61
3,10,15,132.56
3,10,16,140.62
3,10,17,146.5
3,10,18,151.81
3,10,19,142.3
3,10,20,134.79
3,10,21,131.43
3,10,22,120.84
3,10,23,105.51
3,11,0,96.6
3,11,1,93.04
3,11,2,90.04
3,11,3,87.99
3,11,4,90.58
3,11,5,98.09
3,11,6,108.68
3,11,7,119.45
3,11,8,133.64
3,11,9,139.11
3,11,10,136.22
3,11,11,133.48
3,11,12,125.22
3,11,13,121.75
3,11,14,121.45
3,11,15,125.65
3,11,16,137.7
3,11,17,141.91
3,11,18,144.02
3,11,19,135.78
3,11,20,133.32
3,11,21,123.43
3,11,22,113.17
3,11,23,102.12
3,12,0,104.94
3,12,1,97.31
3,12,2,95.16
3,12,3,96.26
3,12,4,95.58
3,12,5,101.13
3,12,6,114.5
3,12,7,125.65
3,12,8,139.37
3,12,9,144.93
3,12,10,145.9
3,12,11,139.7
3,12,12,131.65
3,12,13,129.39
3,12,14,124.68
3,12,15,133.66
3,12,16,145.97
3,12,17,150.95
3,12,18,152.45
3,12,19,147.1
3,12,20,137.62
3,12,21,133.6
3,12,22,120.91
3,12,23,109.59
3,13,0,105.76
3,13,1,98.0
3,13,2,96.33
3,13,3,96.85
3,13,4,98.97
3,13,5,102.51
3,13,6,116.08
3,13,7,129.76
3,13,8,138.25
3,13,9,145.88
3,13,10,147.82
3,13,11,142.78
3,13,12,134.84
3,13,13,130.08
3,13,14,129.63
3,13,15,134.95
3,13,16,145.49
3,13,17,155.83
3,13,18,152.42
3,13,19,146.68
3,13,20,141.08
3,13,21,134.05
3,13,22,124.44
3,13,23,111.03
3,14,0,101.92
3,14,1,97.98
3,14,2,95.67
3,14,3,93.38
3,14,4,95.96
3,14,5,104.77
3,14,6,112.79
3,14,7,126.11
3,14,8,138.66
3,14,9,144.97
3,14,10,144.54
3,14,11,137.74
3,14,12,135.11
3,14,13,129.23
3,14,14,129.11
3,14,15,133.05
3,14,16,142.63
3,14,17,152.3
3,14,18,151.77
3,14,19,147.56
3,14,20,136.39
3,14,21,133.69
3,14,22,122.78
3,14,23,109.55
3,15,0,101.39
3,15,1,95.47
3,15,2,94.28
3,15,3,95.94
3,15,4,96.98
3,15,5,102.65
3,15,6,113.76
3,15,7,126.99
3,15,8,137.45
3,15,9,146.87
3,15,10,144.36
3,15,11,141.0
3,15,12,133.0
3,15,13,124.55
3,15,14,127.41
3,15,15,133.8
3,15,16,146.84
3,15,17,151.29
3,15,18,152.88
3,15,19,144.38
3,15,20,139.0
3,15,21,131.79
3,15,22,120.14
3,15,23,109.65
3,16,0,100.62
3,16,1,94.29
3,16,2,91.58
3,16,3,92.37
3,16,4,91.95
3,16,5,97.21
3,16,6,111.56
3,16,7,119.92
3,16,8,133.78
3,16,9,140.97
3,16,10,141.9
3,16,11,134.87
3,16,12,128.17
3,16,13,122.14
3,16,14,124.19
3,16,15,125.52
3,16,16,141.17
3,16,17,147.34
3,16,18,146.91
3,16,19,138.07
3,16,20,133.39
3,16,21,127.57
3,16,22,115.79
3,16,23,103.44
3,17,0,94.3
3,17,1,90.96
3,17,2,85.81
3,17,3,87.94
3,17,4,89.39
3,17,5,93.35
3,17,6,107.26
3,17,7,115.36
3,17,8,130.72
3,17,9,133.39
3,17,10,136.71
3,17,11,130.07
3,17,12,121.13
3,17,13,118.7
3,17,14,119.64
3,17,15,124.34
3,17,16,133.88
3,17,17,140.33
3,17,18,138.61
3,17,19,132.39
3,17,20,130.72
3,17,21,122.44
3,17,22,112.17
3,17,23,101.34
3,18,0,101.72
3,18,1,96.91
3,18,2,96.49
3,18,3,96.38
3,18,4,95.5
3,18,5,102.96
3,18,6,113.34
3,18,7,129.01
3,18,8,139.81
3,18,9,147.0
3,18,10,144.3
3,18,11,137.44
3,18,12,136.08
3,18,13,129.83
3,18,14,127.06
3,18,15,131.33
3,18,16,143.31
3,18,17,150.22
3,18,18,150.38
3,18,19,144.84
3,18,20,138.41
3,18,21,130.83
3,18,22,119.61
3,18,23,110.12
3,19,0,94.33
3,19,1,91.52
3,19,2,88.96
3,19,3,88.4
3,19,4,89.39
3,19,5,97.76
3,19,6,107.01
3,19,7,117.42
3,19,8,128.2
3,19,9,137.47
3,19,10,133.76
3,19,11,128.6
3,19,12,123.48
3,19,13,119.2
3,19,14,119.31
3,19,15,126.07
3,19,16,135.33
3,19,17,142.17
3,19,18,140.97
3,19,19,138.19
3,19,20,132.31
3,19,21,122.76
3,19,22,113.46
3,19,23,103.71
3,20,0,97.71
3,20,1,91.67
3,20,2,88.95
3,20,3,88.75
3,20,4,93.52
3,20,5,99.27
3,20,6,110.73
3,20,7,121.22
3,20,8,130.8
3,20,9,136.48
3,20,10,139.63
3,20,11,130.42
3,20,12,128.45
3,20,13,122.59
3,20,14,119.9
3,20,15,124.72
3,20,16,136.61
3,20,17,142.02
3,20,18,141.8
3,20,19,137.64
3,20,20,133.69
3,20,21,127.24
3,20,22,115.93
3,20,23,103.67
3,21,0,104.72
3,21,1,98.93
3,21,2,95.5
3,21,3,95.31
3,21,4,98.63
3,21,5,104.67
3,21,6,119.02
3,21,7,130.42
3,21,8,140.18
3,21,9,147.31
3,21,10,149.46
3,21,11,139.43
3,21,12,137.87
3,21,13,128.41
3,21,14,128.47
3,21,15,133.53
3,21,16,149.22
3,21,17,152.87
3,21,18,152.35
3,21,19,146.46
3,21,20,139.59
3,21,21,135.53
3,21,22,123.99
3,21,23,110.06
3,22,0,96.23
3,22,1,92.55
3,22,2,88.66
3,22,3,87.82
3,22,4,89.65
3,22,5,95.63
3,22,6,110.05
3,22,7,118.31
3,22,8,129.63
3,22,9,133.94
3,22,10,138.29
3,22,11,132.41
3,22,12,126.84
3,22,13,118.88
3,22,14,117.03
3,22,15,124.81
3,22,16,137.8
3,22,17,142.72
3,22,18,144.67
3,22,19,135.29
3,22,20,132.17
3,22,21,126.28
3,22,22,111.72
3,22,23,101.43
3,23,0,94.67
3,23,1,92.0
3,23,2,89.6
3,23,3,90.07
3,23,4,89.5
3,23,5,94.67
3,23,6,108.48
3,23,7,119.1
3,23,8,129.41
3,23,9,135.45
3,23,10,136.04
3,23,11,128.2
3,23,12,122.53
3,23,13,118.05
3,23,14,119.34
3,23,15,126.32
3,23,16,133.93
3,23,17,140.68
3,23,18,141.71
3,23,19,138.2
3,23,20,130.04
3,23,21,126.61
3,23,22,113.21
3,23,23,103.08
3,24,0,102.66
3,24,1,99.49
3,24,2,94.03
3,24,3,95.88
3,24,4,96.68
3,24,5,103.54
3,24,6,115.75
3,24,7,126.84
3,24,8,141.62
3,24,9,146.35
3,24,10,145.48
3,24,11,143.2
3,24,12,135.4
3,24,13,128.12
3,24,14,128.43
3,24,15,135.63
3,24,16,144.58
3,24,17,151.68
3,24,18,150.41
3,24,19,144.45
3,24,20,139.92
3,24,21,137.43
3,24,22,124.04
3,24,23,111.77
3,25,0,97.2
3,25,1,90.79
3,25,2,87.64
3,25,3,87.97
3,25,4,90.65
3,25,5,97.37
3,25,6,108.79
3,25,7,122.23
3,25,8,129.87
3,25,9,138.78
3,25,10,139.04
3,25,11,133.13
3,25,12,123.35
3,25,13,121.41
3,25,14,120.4
3,25,15,125.12
3,25,16,138.97
3,25,17,144.77
3,25,18,143.61
3,25,19,139.88
3,25,20,129.03
3,25,21,126.58
3,25,22,113.81
3,25,23,102.4
3,26,0,98.49
3,26,1,91.9
3,26,2,89.68
3,26,3,88.49
3,26,4,90.18
3,26,5,98.49
3,26,6,107.93
3,26,7,118.04
3,26,8,130.53
3,26,9,135.27
3,26,10,136.9
3,26,11,133.6
3,26,12,123.19
3,26,13,121.19
3,26,14,120.24
3,26,15,124.21
3,26,16,138.71
3,26,17,141.48
3,26,18,142.97
3,26,19,135.44
3,26,20,132.2
3,26,21,127.94
3,26,22,113.87
3,26,23,104.35
3,27,0,98.46
3,27,1,92.46
3,27,2,92.38
3,27,3,90.21
3,27,4,93.28
3,27,5,98.78
3,27,6,112.93
3,27,7,122.23
3,27,8,134.05
3,27,9,140.02
3,27,10,139.37
3,27,11,136.92
3,27,12,130.96
3,27,13,125.94
3,27,14,121.41
3,27,15,130.24
3,27,16,143.93
3,27,17,147.42
3,27,18,149.16
3,27,19,141.85
3,27,20,136.88
3,27,21,128.49
3,27,22,118.92
3,27,23,106.8
3,28,0,102.39
3,28,1,96.88
3,28,2,94.55
3,28,3,95.39
3,28,4,96.0
3,28,5,104.07
3,28,6,117.12
3,28,7,125.92
3,28,8,140.26
3,28,9,146.55
3,28,10,146.48
3,28,11,142.01
3,28,12,132.14
3,28,13,127.28
3,28,14,129.66
3,28,15,134.16
3,28,16,146.22
3,28,17,149.23
3,28,18,152.27
3,28,19,143.76
3,28,20,141.33
3,28,21,133.81
3,28,22,121.55
3,28,23,108.86
3,29,0,101.85
3,29,1,93.94
3,29,2,93.48
3,29,3,91.6
3,29,4,94.85
3,29,5,100.08
3,29,6,111.37
3,29,7,122.84
3,29,8,137.28
3,29,9,142.44
3,29,10,140.77
3,29,11,138.57
3,29,12,132.91
3,29,13,126.4
3,29,14,126.56
3,29,15,131.09
3,29,16,141.48
3,29,17,149.87
3,29,18,150.65
3,29,19,141.79
3,29,20,137.09
3,29,21,130.82
3,29,22,120.26
3,29,23,108.56
3,30,0,97.51
3,30,1,91.94
3,30,2,87.49
3,30,3,90.94
3,30,4,91.35
3,30,5,95.47
3,30,6,107.31
3,30,7,120.89
3,30,8,133.04
3,30,9,136.63
3,30,10,134.78
3,30,11,131.0
3,30,12,128.15
3,30,13,118.38
3,30,14,120.58
3,30,15,126.78
3,30,16,137.81
3,30,17,141.35
3,30,18,144.5
3,30,19,139.3
3,30,20,132.16
3,30,21,124.48
3,30,22,116.0
3,30,23,101.99
3,31,0,99.31
3,31,1,94.3
3,31,2,91.97
3,31,3,91.45
3,31,4,93.98
3,31,5,100.88
3,31,6,109.85
3,31,7,120.33
3,31,8,136.0
3,31,9,142.83
3,31,10,140.01
3,31,11,134.68
3,31,12,127.14
3,31,13,121.45
3,31,14,124.74
3,31,15,128.49
3,31,16,139.5
3,31,17,144.0
3,31,18,145.33
3,31,19,138.33
3,31,20,134.74
3,31,21,128.85
3,31,22,118.89
3,31,23,105.83
4,1,0,102.42
4,1,1,95.93
4,1,2,95.25
4,1,3,93.07
4,1,4,98.22
4,1,5,103.05
4,1,6,116.27
4,1,7,129.15
4,1,8,139.53
4,1,9,147.28
4,1,10,146.51
4,1,11,138.66
4,1,12,131.59
4,1,13,125.22
4,1,14,126.87
4,1,15,134.68
4,1,16,145.17
4,1,17,149.2
4,1,18,150.31
4,1,19,145.18
4,1,20,140.55
4,1,21,131.37
4,1,22,120.73
4,1,23,110.67
4,2,0,97.61
4,2,1,92.04
4,2,2,87.37
4,2,3,88.91
4,2,4,89.99
4,2,5,96.88
4,2,6,107.84
4,2,7,121.61
4,2,8,130.47
4,2,9,138.13
4,2,10,135.42
4,2,11,132.04
4,2,12,125.43
4,2,13,120.8
4,2,14,117.43
4,2,15,127.29
4,2,16,135.3
4,2,17,142.6
4,2,18,140.02
4,2,19,134.39
4,2,20,131.73
4,2,21,126.1
4,2,22,113.43
4,2,23,102.94
4,3,0,99.92
4,3,1,97.23
4,3,2,91.81
4,3,3,91.79
4,3,4,96.36
4,3,5,103.24
4,3,6,115.11
4,3,7,125.74
4,3,8,134.95
4,3,9,144.85
4,3,10,142.58
4,3,11,137.83
4,3,12,133.89
4,3,13,122.91
4,3,14,126.55
4,3,15,131.29
4,3,16,144.06
4,3,17,150.64
4,3,18,146.34
4,3,19,141.15
4,3,20,134.83
4,3,21,129.04
4,3,22,121.74
4,3,23,106.93
4,4,0,97.77
4,4,1,93.95
4,4,2,90.98
4,4,3,91.74
4,4,4,94.98
4,4,5,99.61
4,4,6,112.81
4,4,7,123.6
4,4,8,135.43
4,4,9,141.26
4,4,10,140.37
4,4,11,132.52
4,4,12,125.95
4,4,13,120.07
4,4,14,122.97
4,4,15,127.05
4,4,16,141.77
4,4,17,148.38
4,4,18,145.38
4,4,19,142.4
4,4,20,131.67
4,4,21,130.45
4,4,22,116.2
4,4,23,105.43
4,5,0,93.6
4,5,1,89.85
4,5,2,88.51
4,5,3,88.35
4,5,4,91.09
4,5,5,95.6
4,5,6,106.99
4,5,7,115.39
4,5,8,127.25
4,5,9,134.07
4,5,10,133.56
4,5,11,127.08
4,5,12,124.91
4,5,13,117.69
4,5,14,119.33
4,5,15,122.79
4,5,16,136.71
4,5,17,138.64
4,5,18,140.62
4,5,19,132.7
4,5,20,128.14
4,5,21,123.42
4,5,22,110.13
4,5,23,101.34
4,6,0,99.53
4,6,1,91.69
4,6,2,91.72
4,6,3,91.94
4,6,4,90.89
4,6,5,96.75
4,6,6,109.91
4,6,7,122.93
4,6,8,133.39
4,6,9,137.6
4,6,10,140.96
4,6,11,131.76
4,6,12,126.05
4,6,13,122.35
4,6,14,123.04
4,6,15,125.05
4,6,16,140.86
4,6,17,144.39
4,6,18,144.63
4,6,19,140.23
4,6,20,135.62
4,6,21,126.75
4,6,22,113.72
4,6,23,104.43
4,7,0,97.66
4,7,1,91.21
4,7,2,88.92
4,7,3,88.42
4,7,4,89.11
4,7,5,96.39
4,7,6,107.96
4,7,7,119.33
4,7,8,131.63
4,7,9,136.22
4,7,10,136.47
4,7,11,129.05
4,7,12,126.17
4,7,13,120.02
4,7,14,118.74
4,7,15,122.39
4,7,16,136.66
4,7,17,140.05
4,7,18,140.58
4,7,19,136.85
4,7,20,129.89
4,7,21,122.93
4,7,22,112.03
4,7,23,102.83
4,8,0,104.06
4,8,1,94.97
4,8,2,93.82
4,8,3,93.6
4,8,4,96.88
4,8,5,101.71
4,8,6,114.93
4,8,7,129.35
4,8,8,140.06
4,8,9,147.05
4,8,10,143.14
4,8,11,140.98
4,8,12,135.36
4,8,13,129.39
4,8,14,128.83
4,8,15,133.51
4,8,16,143.0
4,8,17,151.1
4,8,18,150.7
4,8,19,146.63
4,8,20,137.8
4,8,21,130.56
4,8,22,122.84
4,8,23,108.39
4,9,0,100.8
4,9,1,95.66
4,9,2,93.56
4,9,3,91.14
4,9,4,95.13
4,9,5,99.4
4,9,6,113.55
4,9,7,123.01
4,9,8,137.33
4,9,9,145.26
4,9,10,144.4
4,9,11,138.08
4,9,12,131.02
4,9,13,124.45
4,9,14,126.65
4,9,15,131.14
4,9,16,145.89
4,9,17,148.65
4,9,18,148.39
4,9,19,140.95
4,9,20,137.87
4,9,21,132.42
4,9,22,120.54
4,9,23,108.08
4,10,0,99.74
4,10,1,94.86
4,10,2,90.35
4,10,3,91.29
4,10,4,95.99
4,10,5,99.32
4,10,6,111.33
4,10,7,124.09
4,10,8,136.87
4,10,9,143.22
4,10,10,141.53
4,10,11,134.78
4,10,12,127.38
4,10,13,123.72
4,10,14,125.91
4,10,15,128.93
4,10,16,143.71
4,10,17,145.19
4,10,18,145.19
4,10,19,142.51
4,10,20,134.06
4,10,21,128.2
4,10,22,116.35
4,10,23,107.0
4,11,0,95.66
4,11,1,89.06
4,11,2,86.85
4,11,3,87.67
4,11,4,91.52
4,11,5,94.69
4,11,6,107.77
4,11,7,119.88
4,11,8,131.63
4,11,9,136.91
4,11,10,136.43
4,11,11,127.85
4,11,12,126.03
4,11,13,119.91
4,11,14,119.91
4,11,15,122.83
4,11,16,136.69
4,11,17,143.62
4,11,18,140.45
4,11,19,136.13
4,11,20,130.61
4,11,21,123.21
4,11,22,111.51
4,11,23,99.9
4,12,0,101.16
4,12,1,91.92
4,12,2,92.65
4,12,3,91.11
4,12,4,94.06
4,12,5,101.59
4,12,6,112.01
4,12,7,121.88
4,12,8,135.52
4,12,9,138.92
4,12,10,139.67
4,12,11,134.47
4,12,12,131.23
4,12,13,122.82
4,12,14,120.78
4,12,15,126.99
4,12,16,139.35
4,12,17,148.16
4,12,18,149.02
4,12,19,138.86
4,12,20,136.78
4,12,21,128.13
4,12,22,118.3
4,12,23,104.11
4,13,0,103.99
4,13,1,98.31
4,13,2,93.98
4,13,3,95.19
4,13,4,97.99
4,13,5,104.34
4,13,6,113.59
4,13,7,127.08
4,13,8,141.96
4,13,9,148.13
4,13,10,146.22
4,13,11,138.24
4,13,12,131.97
4,13,13,126.66
4,13,14,125.51
4,13,15,132.54
4,13,16,147.29
4,13,17,153.53
4,13,18,152.78
4,13,19,146.12
4,13,20,139.21
4,13,21,133.18
4,13,22,122.0
4,13,23,110.91
4,14,0,95.62
4,14,1,91.8
4,14,2,88.95
4,14,3,88.35
4,14,4,92.25
4,14,5,95.65
4,14,6,108.83
4,14,7,117.85
4,14,8,131.57
4,14,9,136.58
4,14,10,134.88
4,14,11,133.8
4,14,12,125.48
4,14,13,121.98
4,14,14,121.85
4,14,15,127.12
4,14,16,139.3
4,14,17,144.59
4,14,18,142.77
4,14,19,137.68
4,14,20,130.04
4,14,21,127.51
4,14,22,114.04
4,14,23,101.16
4,15,0,101.96
4,15,1,96.64
4,15,2,92.97
4,15,3,93.56
4,15,4,97.36
4,15,5,104.57
4,15,6,115.64
4,15,7,128.95
4,15,8,139.74
4,15,9,148.19
4,15,10,143.9
4,15,11,141.58
4,15,12,134.44
4,15,13,129.43
4,15,14,127.99
4,15,15,132.61
4,15,16,144.46
4,15,17,154.06
4,15,18,148.7
4,15,19,143.38
4,15,20,138.52
4,15,21,133.36
4,15,22,118.87
4,15,23,107.45
4,16,0,105.18
4,16,1,97.66
4,16,2,97.51
4,16,3,96.91
4,16,4,99.98
4,16,5,103.26
4,16,6,114.99
4,16,7,128.18
4,16,8,140.48
4,16,9,146.82
4,16,10,147.0
4,16,11,138.26
4,16,12,136.56
4,16,13,126.62
4,16,14,130.23
4,16,15,132.32
4,16,16,144.65
4,16,17,152.04
4,16,18,150.71
4,16,19,148.21
4,16,20,143.76
4,16,21,136.45
4,16,22,124.83
4,16,23,108.8
4,17,0,102.52
4,17,1,96.86
4,17,2,94.96
4,17,3,93.53
4,17,4,98.84
4,17,5,101.52
4,17,6,114.89
4,17,7,128.59
4,17,8,138.46
4,17,9,147.01
4,17,10,148.36
4,17,11,140.17
4,17,12,134.99
4,17,13,130.43
4,17,14,127.23
4,17,15,136.39
4,17,16,146.44
4,17,17,155.03
4,17,18,155.05
4,17,19,143.82
4,17,20,141.63
4,17,21,134.88
4,17,22,123.68
4,17,23,108.29
4,18,0,101.29
4,18,1,94.57
4,18,2,94.88
4,18,3,93.61
4,18,4,98.08
4,18,5,104.52
4,18,6,116.82
4,18,7,127.69
4,18,8,137.98
4,18,9,144.72
4,18,10,144.56
4,18,11,139.38
4,18,12,134.08
4,18,13,127.12
4,18,14,126.77
4,18,15,130.95
4,18,16,143.29
4,18,17,147.88
4,18,18,152.37
4,18,19,143.02
4,18,20,139.3
4,18,21,130.29
4,18,22,121.03
4,18,23,106.98
4,19,0,94.66
4,19,1,89.11
4,19,2,87.12
4,19,3,88.21
4,19,4,92.0
4,19,5,96.6
4,19,6,106.72
4,19,7,120.69
4,19,8,132.76
4,19,9,134.05
4,19,10,136.16
4,19,11,130.2
4,19,12,123.15
4,19,13,116.89
4,19,14,118.64
4,19,15,122.78
4,19,16,134.04
4,19,17,140.54
4,19,18,142.09
4,19,19,134.91
4,19,20,128.94
4,19,21,123.33
4,19,22,111.59
4,19,23,101.04
4,20,0,103.01
4,20,1,96.47
4,20,2,94.12
4,20,3,93.41
4,20,4,97.94
4,20,5,103.05
4,20,6,113.29
4,20,7,128.8
4,20,8,138.59
4,20,9,144.5
4,20,10,142.97
4,20,11,136.26
4,20,12,133.19
4,20,13,127.25
4,20,14,127.89
4,20,15,134.27
4,20,16,145.03
4,20,17,150.27
4,20,18,152.95
4,20,19,145.02
4,20,20,139.55
4,20,21,132.24
4,20,22,122.51
4,20,23,109.83
4,21,0,100.41
4,21,1,92.34
4,21,2,91.23
4,21,3,92.97
4,21,4,93.43
4,21,5,98.54
4,21,6,112.58
4,21,7,124.98
4,21,8,135.03
4,21,9,140.77
4,21,10,142.21
4,21,11,135.46
4,21,12,130.44
4,21,13,122.09
4,21,14,120.65
4,21,15,128.96
4,21,16,140.46
4,21,17,148.31
4,21,18,145.89
4,21,19,140.61
4,21,20,134.36
4,21,21,130.27
4,21,22,117.32
4,21,23,107.28
4,22,0,98.98
4,22,1,95.56
4,22,2,90.36
4,22,3,90.37
4,22,4,95.11
4,22,5,97.84
4,22,6,109.38
4,22,7,121.56
4,22,8,136.85
4,22,9,140.57
4,22,10,141.11
4,22,11,132.78
4,22,12,127.36
4,22,13,123.62
4,22,14,124.0
4,22,15,128.79
4,22,16,142.61
4,22,17,144.74
4,22,18,145.37
4,22,19,142.34
4,22,20,133.29
4,22,21,128.37
4,22,22,115.06
4,22,23,104.68
4,23,0,96.17
4,23,1,90.88
4,23,2,86.22
4,23,3,88.09
4,23,4,90.16
4,23,5,95.44
4,23,6,107.65
4,23,7,115.88
4,23,8,130.66
4,23,9,133.81
4,23,10,134.9
4,23,11,127.39
4,23,12,125.22
4,23,13,117.62
4,23,14,119.79
4,23,15,122.52
4,23,16,132.63
4,23,17,142.47
4,23,18,137.78
4,23,19,132.93
4,23,20,129.65
4,23,21,122.26
4,23,22,113.11
4,23,23,102.62
4,24,0,101.17
4,24,1,96.48
4,24,2,94.7
4,24,3,94.55
4,24,4,94.47
4,24,5,99.77
4,24,6,113.2
4,24,7,124.0
4,24,8,139.22
4,24,9,144.4
4,24,10,142.48
4,24,11,135.02
4,24,12,132.07
4,24,13,123.31
4,24,14,126.57
4,24,15,130.11
4,24,16,145.59
4,24,17,147.5
4,24,18,151.49
4,24,19,144.35
4,24,20,138.27
4,24,21,133.61
4,24,22,120.63
4,24,23,106.91
4,25,0,101.23
4,25,1,96.02
4,25,2,93.54
4,25,3,91.52
4,25,4,94.39
4,25,5,101.35
4,25,6,114.77
4,25,7,126.7
4,25,8,135.17
4,25,9,141.14
4,25,10,146.19
4,25,11,135.36
4,25,12,132.49
4,25,13,126.99
4,25,14,126.39
4,25,15,133.5
4,25,16,144.01
4,25,17,146.72
4,25,18,152.1
4,25,19,142.85
4,25,20,136.42
4,25,21,129.91
4,25,22,120.99
4,25,23,106.96
4,26,0,103.28
4,26,1,98.42
4,26,2,97.55
4,26,3,95.85
4,26,4,99.63
4,26,5,102.58
4,26,6,116.77
4,26,7,131.17
4,26,8,138.63
4,26,9,147.91
4,26,10,147.49
